NCM*,Alíquota(%),Descrição,Início de Vigência,Categoria
8525.89.14,"7,2","Outras, próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superior a 14 micrômetros (mícrons)",01/03/2026,Energia/Elétrico
8525.89.21,"7,2",Com três ou mais captadores de imagem,01/03/2026,Energia/Elétrico
8525.89.22,"7,2","Outras, próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superior a 14 micrômetros (mícrons)",01/03/2026,Energia/Elétrico
8528.42.00,20,--Capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina,06/02/2026,Informática/TI
8528.49.30,20,"Policromáticos, com dispositivos de seleção de varredura (underscanning) e de retardo de sincronismo horizontal e vertical (H/V delay ou pulse cross)",06/02/2026,Energia/Elétrico
8528.52.00,"12,6",--Capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina,06/02/2026,Informática/TI
8528.62.00,20,--Capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina,06/02/2026,Informática/TI
8528.69.10,"7,2",Com tecnologia de dispositivo digital de microespelhos (DMD - Digital Micromirror Device),01/03/2026,Energia/Elétrico
8528.71.11,"7,2","Sem saída de radiofrequência (RF) modulada nos canais 3 ou 4, com saídas de áudio balanceadas com impedância de 600 Ohms, próprio para montagem em racks e com saída de vídeo com conector BNC",01/03/2026,Energia/Elétrico
8529.90.11,"12,6",Gabinetes e bastidores,06/02/2026,Energia/Elétrico
8529.90.12,"12,6","Circuitos impressos com componentes elétricos ou eletrônicos, montados",06/02/2026,Energia/Elétrico
8529.90.19,"12,6",Outras,06/02/2026,Energia/Elétrico
8529.90.30,"7,2",De aparelhos da subposição 8526.10,01/03/2026,Energia/Elétrico
8529.90.40,"7,2",De aparelhos da subposição 8526.91,01/03/2026,Energia/Elétrico
8529.90.50,"12,6",De módulos de visualização da posição 85.24,06/02/2026,Energia/Elétrico
8530.10.10,20,"Digitais, para controle de tráfego",06/02/2026,Energia/Elétrico
8530.10.90,20,Outros,06/02/2026,Energia/Elétrico
8530.80.10,20,"Digitais, para controle de tráfego de automotores",06/02/2026,Industrial/Maquinário
8530.90.00,20,-Partes,06/02/2026,Energia/Elétrico
8531.20.00,"12,6",-Painéis indicadores com dispositivos de cristais líquidos (LCD) ou de diodos emissores de luz (LED),06/02/2026,Eletrônica/Semicondutores
8536.50.30,"7,2","Comutadores codificadores digitais, próprios para montagem em circuitos impressos",01/03/2026,Energia/Elétrico
8537.10.19,20,Outros,06/02/2026,Energia/Elétrico
8537.10.30,20,Controladores de demanda de energia elétrica,06/02/2026,Energia/Elétrico
8537.20.10,"7,2","Subestações isoladas a gás (GIS - Gas-Insulated Switchgear ou HIS - Highly Integrated Switchgear), para uma tensão superior a 52 kV",01/03/2026,Energia/Elétrico
8540.20.20,"7,2","Tubos conversores ou intensificadores de imagens, de raios X",01/03/2026,Energia/Elétrico
8540.40.00,"7,2","-Tubos de visualização de dados gráficos, em monocromos; tubos de visualização de dados gráficos, a cores, com uma tela (ecrã*) fosfórica de espaçamento entre os pontos inferior a 0,4 mm",01/03/2026,Energia/Elétrico
8541.10.11,"7,2",Zener,01/03/2026,Eletrônica/Semicondutores
8541.10.12,"7,2","Outros, de intensidade de corrente inferior ou igual a 3 A",01/03/2026,Eletrônica/Semicondutores
8541.10.19,"7,2",Outros,01/03/2026,Eletrônica/Semicondutores
8541.10.21,"7,2",Zener,01/03/2026,Eletrônica/Semicondutores
8541.10.22,"7,2","Outros, de intensidade de corrente inferior ou igual a 3 A",01/03/2026,Eletrônica/Semicondutores
8541.10.29,"7,2",Outros,01/03/2026,Eletrônica/Semicondutores
8541.10.31,"7,2",Zener,01/03/2026,Eletrônica/Semicondutores
8541.10.32,"7,2","Outros, de intensidade de corrente inferior ou igual a 3 A",01/03/2026,Eletrônica/Semicondutores
8541.10.39,"7,2",Outros,01/03/2026,Eletrônica/Semicondutores
8541.10.91,"7,2",Zener,01/03/2026,Eletrônica/Semicondutores
8541.10.99,"7,2",Outros,01/03/2026,Eletrônica/Semicondutores
8541.21.10,"7,2",Não montados,01/03/2026,Eletrônica/Semicondutores
8541.21.20,"7,2","Montados, próprios para montagem em superfície (SMD - Surface Mounted Device)",01/03/2026,Eletrônica/Semicondutores
8541.21.91,"7,2","De efeito de campo, com junção heterogênea (HJFET ou HEMT)",01/03/2026,Eletrônica/Semicondutores
8541.29.10,"7,2",Não montados,01/03/2026,Eletrônica/Semicondutores
8541.29.20,"7,2",Montados,01/03/2026,Eletrônica/Semicondutores
8541.30.11,"7,2",De intensidade de corrente inferior ou igual a 3 A,01/03/2026,Eletrônica/Semicondutores
8541.30.19,"7,2",Outros,01/03/2026,Eletrônica/Semicondutores
8541.30.21,"7,2",De intensidade de corrente inferior ou igual a 3 A,01/03/2026,Eletrônica/Semicondutores
8541.30.29,"7,2",Outros,01/03/2026,Eletrônica/Semicondutores
8541.41.11,"7,2","Diodos emissores de luz (LED), exceto diodos laser",01/03/2026,Eletrônica/Semicondutores
8541.41.12,"7,2",Diodos laser,01/03/2026,Eletrônica/Semicondutores
8541.41.21,"7,2","Diodos emissores de luz (LED), exceto diodos laser, próprios para montagem em superfície (SMD - Surface Mounted Device)",01/03/2026,Eletrônica/Semicondutores
8541.42.20,"7,2",Outras células solares,01/03/2026,Eletrônica/Semicondutores
8541.60.10,"7,2","De quartzo, de frequência igual ou superior a 1 MHz, mas não superior a 100 MHz",01/03/2026,Eletrônica/Semicondutores
8541.60.90,"7,2",Outros,01/03/2026,Eletrônica/Semicondutores
8541.90.10,"7,2",Suportes-conectores apresentados em tiras (lead frames),01/03/2026,Eletrônica/Semicondutores
8541.90.20,"7,2",Coberturas para encapsulamento (cápsulas),01/03/2026,Eletrônica/Semicondutores
8541.90.90,"7,2",Outras,01/03/2026,Eletrônica/Semicondutores
8542.31.10,"7,2",Não montados,01/03/2026,Eletrônica/Semicondutores
8542.31.20,"7,2","Montados, próprios para montagem em superfície (SMD - Surface Mounted Device)",01/03/2026,Eletrônica/Semicondutores
8542.32.10,"7,2",Não montadas,01/03/2026,Eletrônica/Semicondutores
8542.32.21,"7,2","Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH",01/03/2026,Eletrônica/Semicondutores
8542.32.91,"7,2","Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH",01/03/2026,Eletrônica/Semicondutores
8542.33.11,"7,2",De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz,01/03/2026,Eletrônica/Semicondutores
8542.33.20,"7,2","Outros, não montados",01/03/2026,Eletrônica/Semicondutores
8542.39.11,"7,2",De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz,01/03/2026,Eletrônica/Semicondutores
8542.39.31,"7,2",Circuitos do tipo chipset,01/03/2026,Eletrônica/Semicondutores
8542.39.91,"7,2",Circuitos do tipo chipset,01/03/2026,Eletrônica/Semicondutores
8542.90.00,"7,2",-Partes,01/03/2026,Eletrônica/Semicondutores
8543.30.10,"7,2","De eletrólise, com células de membrana",01/03/2026,Energia/Elétrico
8543.30.90,20,Outros,06/02/2026,Energia/Elétrico
8543.40.00,"12,6",-Cigarros eletrônicos e dispositivos de vaporização elétricos de uso pessoal semelhantes,06/02/2026,Energia/Elétrico
8543.70.13,"12,6",Para distribuição de sinais de televisão,06/02/2026,Energia/Elétrico
8543.70.14,"12,6",Outros para recepção de sinais de micro-ondas,06/02/2026,Energia/Elétrico
8543.70.15,"12,6",Outros para transmissão de sinais de micro-ondas,06/02/2026,Telefonia/Comunicação
8543.70.19,"12,6",Outros,06/02/2026,Energia/Elétrico
8543.70.31,"7,2","Geradores de efeitos especiais com manipulação em 2 ou 3 dimensões, mesmo combinados com dispositivo de comutação, de mais de 10 entradas de áudio ou de vídeo",01/03/2026,Telefonia/Comunicação
8543.70.32,"7,2","Geradores de caracteres, digitais",01/03/2026,Industrial/Maquinário
8543.70.33,"7,2",Sincronizadores de quadro armazenadores ou corretores de base de tempo,01/03/2026,Energia/Elétrico
8543.70.34,"7,2",Controladores de edição,01/03/2026,Energia/Elétrico
8543.70.35,"7,2","Misturador digital, em tempo real, com oito ou mais entradas",01/03/2026,Energia/Elétrico
8543.70.36,"7,2","Roteador-comutador (routing switcher) de mais de 20 entradas e mais de 16 saídas, de áudio ou de vídeo",01/03/2026,Telefonia/Comunicação
8543.70.39,"12,6",Outros,06/02/2026,Energia/Elétrico
8543.70.40,"7,2",Transcodificadores ou conversores de padrões de televisão,01/03/2026,Energia/Elétrico
8543.70.50,"7,2",Simulador de antenas para transmissores com potência igual ou superior a 25 kW (carga fantasma),01/03/2026,Telefonia/Comunicação
8543.70.91,"7,2","Terminais de texto que operem com código de transmissão Baudot, providos de teclado alfanumérico e visor, para acoplamento exclusivamente acústico a telefone",01/03/2026,Telefonia/Comunicação
8543.70.92,"12,6",Eletrificadores de cercas,06/02/2026,Energia/Elétrico
8543.90.90,20,Outras,06/02/2026,Energia/Elétrico
8544.70.10,20,Com revestimento externo de material dielétrico,06/02/2026,Energia/Elétrico
8544.70.30,20,Com revestimento externo de alumínio,06/02/2026,Energia/Elétrico
8544.70.90,20,Outros,06/02/2026,Energia/Elétrico
8601.10.00,20,-De fonte externa de eletricidade,06/02/2026,Outros/Geral
8601.20.00,20,-De acumuladores elétricos,06/02/2026,Energia/Elétrico
8602.90.00,20,-Outros,06/02/2026,Outros/Geral
8603.10.00,20,-De fonte externa de eletricidade,06/02/2026,Outros/Geral
8603.90.00,20,-Outras,06/02/2026,Outros/Geral
8604.00.10,"7,2","Autopropulsados, equipados com batedores de balastro e alinhadores de vias férreas",01/03/2026,Outros/Geral
8604.00.90,20,Outros,06/02/2026,Outros/Geral
8605.00.10,20,Vagões de passageiros,06/02/2026,Outros/Geral
8605.00.90,20,Outros,06/02/2026,Outros/Geral
8606.30.00,20,"-Vagões de descarga automática, exceto os da subposição 8606.10",06/02/2026,Outros/Geral
8607.11.20,20,Bissels,06/02/2026,Outros/Geral
8607.12.00,20,--Outros bogies e bissels,06/02/2026,Outros/Geral
8607.19.11,"7,2","Com rolamentos incorporados, de diâmetro exterior superior a 190 mm, do tipo utilizado em eixos de rodas de vagões ferroviários",01/03/2026,Outros/Geral
8607.19.19,20,Outros,06/02/2026,Outros/Geral
8607.21.00,20,--Freios (travões) a ar comprimido e suas partes,06/02/2026,Outros/Geral
8607.29.00,20,--Outros,06/02/2026,Outros/Geral
8607.30.00,20,"-Ganchos e outros sistemas de engate, para-choques, e suas partes",06/02/2026,Outros/Geral
8607.91.00,20,--De locomotivas ou de locotratores,06/02/2026,Industrial/Maquinário
8607.99.00,20,--Outras,06/02/2026,Outros/Geral
8608.00.11,20,Mecânicos,06/02/2026,Outros/Geral
8608.00.12,20,Eletromecânicos,06/02/2026,Outros/Geral
8608.00.90,20,Outros,06/02/2026,Outros/Geral
8609.00.00,20,"Contêineres (Contentores*), incluindo os de transporte de fluidos, especialmente concebidos e equipados para um ou mais meios de transporte.",06/02/2026,Outros/Geral
8701.94.10,"7,2",Tratores especialmente concebidos para arrastar troncos (log skidders),01/03/2026,Industrial/Maquinário
8701.95.10,"7,2",Tratores especialmente concebidos para arrastar troncos (log skidders),01/03/2026,Industrial/Maquinário
8704.10.10,"7,2",Com capacidade de carga igual ou superior a 85 toneladas,01/03/2026,Outros/Geral
8705.10.20,"7,2",Com todos os eixos de rodas direcionáveis e capacidade máxima de elevação inferior a 100 t,01/03/2026,Outros/Geral
8705.10.30,"7,2",Com capacidade máxima de elevação igual ou superior a 100 t,01/03/2026,Outros/Geral
8708.50.11,"7,2","Eixos com diferencial com capacidade de suportar cargas superiores ou iguais a 14.000 kg, redutores planetários nos extremos e dispositivo de freio (travão) incorporado, do tipo utilizado em veículos da subposição 8704.10",01/03/2026,Outros/Geral
8709.11.00,20,--Elétricos,06/02/2026,Energia/Elétrico
8709.19.00,20,--Outros,06/02/2026,Outros/Geral
8709.90.00,20,-Partes,06/02/2026,Outros/Geral
8805.10.00,"7,2","-Aparelhos e dispositivos para lançamento de veículos aéreos, e suas partes; aparelhos e dispositivos para aterrissagem (aterragem) de veículos aéreos em porta-aviões e aparelhos e dispositivos semelhantes, e suas partes",01/03/2026,Outros/Geral
8901.10.00,20,"-Transatlânticos, barcos de excursão e embarcações semelhantes principalmente concebidas para o transporte de pessoas; ferryboats",06/02/2026,Outros/Geral
8901.30.00,20,"-Barcos frigoríficos, exceto os da subposição 8901.20",06/02/2026,Outros/Geral
8902.00.10,20,"De comprimento, de proa a popa, igual ou superior a 35 m",06/02/2026,Outros/Geral
8902.00.90,20,Outros,06/02/2026,Outros/Geral
8904.00.00,20,Rebocadores e barcos concebidos para empurrar outras embarcações.,06/02/2026,Outros/Geral
8905.10.00,20,-Dragas,06/02/2026,Outros/Geral
8905.20.00,20,"-Plataformas de perfuração ou de exploração, flutuantes ou submersíveis",06/02/2026,Outros/Geral
8905.90.00,20,-Outros,06/02/2026,Outros/Geral
8906.10.00,20,-Navios de guerra,06/02/2026,Outros/Geral
8906.90.00,20,-Outras,06/02/2026,Outros/Geral
8907.10.00,20,-Balsas infláveis,06/02/2026,Outros/Geral
8907.90.00,20,-Outras,06/02/2026,Outros/Geral
9001.10.11,"12,6",De diâmetro de núcleo inferior a 11 micrômetros (mícrons),06/02/2026,Outros/Geral
9001.10.19,"12,6",Outras,06/02/2026,Outros/Geral
9001.10.20,20,Feixes e cabos de fibras ópticas,06/02/2026,Energia/Elétrico
9002.11.20,"7,2","De aproximação (zoom) para câmeras de televisão, de 20 ou mais aumentos",01/03/2026,Outros/Geral
9002.90.10,"7,2","Comutadores (switches) optomecânicos, do tipo utilizado em redes ópticas de transmissão de dados, próprios para montagem por inserção (PTH -Pin Through Hole)",01/03/2026,Telefonia/Comunicação
9005.80.00,20,-Outros instrumentos,06/02/2026,Outros/Geral
9005.90.90,20,Outros,06/02/2026,Outros/Geral
9006.30.00,20,"-Câmeras fotográficas especialmente concebidas para fotografia submarina ou aérea, para exame médico de órgãos internos ou para laboratórios de medicina legal ou de investigação judicial",06/02/2026,Médico/Hospitalar
9006.59.30,"7,2",Fotocompositoras a laser para preparação de clichês,01/03/2026,Outros/Geral
9007.10.00,20,-Câmeras,06/02/2026,Outros/Geral
9007.20.20,"7,2","Para filmes de largura igual ou superior a 35 mm, mas não superior a 70 mm",01/03/2026,Outros/Geral
9007.20.90,20,Outros,06/02/2026,Outros/Geral
9007.91.00,20,--De câmeras,06/02/2026,Outros/Geral
9007.92.00,20,--De projetores,06/02/2026,Outros/Geral
9010.10.10,"7,2","Cubas e cubetas, de operação automática e programáveis",01/03/2026,Outros/Geral
9010.10.20,"7,2","Ampliadoras-copiadoras automáticas para papel fotográfico, com capacidade superior a 1.000 cópias por hora",01/03/2026,Outros/Geral
9010.10.90,20,Outros,06/02/2026,Outros/Geral
9010.50.10,"7,2","Processadores fotográficos para o tratamento eletrônico de imagens, mesmo com saída digital",01/03/2026,Outros/Geral
9010.50.20,"7,2",Aparelhos para revelação automática de chapas de fotopolímeros com suporte metálico,01/03/2026,Outros/Geral
9010.90.10,20,De aparelhos ou material da subposição 9010.10 ou do item 9010.50.10,06/02/2026,Outros/Geral
9011.10.00,20,-Microscópios estereoscópicos,06/02/2026,Outros/Geral
9011.20.10,"7,2",Para fotomicrografia,01/03/2026,Outros/Geral
9011.20.20,"7,2",Para cinefotomicrografia,01/03/2026,Outros/Geral
9011.20.30,"7,2",Para microprojeção,01/03/2026,Outros/Geral
9011.80.10,4,Binoculares de platina móvel,06/02/2026,Outros/Geral
9011.80.90,20,Outros,06/02/2026,Outros/Geral
9011.90.10,"7,2",Dos artigos da subposição 9011.20,01/03/2026,Outros/Geral
9011.90.90,20,Outros,06/02/2026,Outros/Geral
9012.90.10,"7,2",De microscópios eletrônicos,01/03/2026,Outros/Geral
9012.90.90,20,Outros,06/02/2026,Outros/Geral
9013.10.90,20,Outros,06/02/2026,Outros/Geral
9013.20.00,20,"-Lasers, exceto diodos laser",06/02/2026,Eletrônica/Semicondutores
9013.90.00,20,-Partes e acessórios,06/02/2026,Outros/Geral
9014.10.00,20,"-Bússolas, incluindo as agulhas de marear",06/02/2026,Outros/Geral
9014.20.10,"7,2",Altímetros,01/03/2026,Outros/Geral
9014.20.20,"7,2",Pilotos automáticos,01/03/2026,Outros/Geral
9014.20.30,"7,2",Inclinômetros,01/03/2026,Outros/Geral
9014.20.90,"7,2",Outros,01/03/2026,Outros/Geral
9014.80.10,20,Sondas acústicas (ecobatímetros) ou de ultrassom (sonar e semelhantes),06/02/2026,Outros/Geral
9014.80.90,20,Outros,06/02/2026,Outros/Geral
9014.90.00,20,-Partes e acessórios,06/02/2026,Outros/Geral
9015.10.00,20,-Telêmetros,06/02/2026,Outros/Geral
9015.20.10,20,Com sistema de leitura por meio de prisma ou micrômetro óptico e precisão de leitura de 1 segundo,06/02/2026,Outros/Geral
9015.20.90,20,Outros,06/02/2026,Outros/Geral
9015.30.00,20,-Níveis,06/02/2026,Outros/Geral
9015.40.00,"7,2",-Instrumentos e aparelhos de fotogrametria,01/03/2026,Outros/Geral
9015.80.10,20,Molinetes hidrométricos,06/02/2026,Outros/Geral
9015.90.10,"7,2",De instrumentos ou aparelhos da subposição 9015.40,01/03/2026,Outros/Geral
9015.90.90,20,Outros,06/02/2026,Outros/Geral
9016.00.10,20,"Sensíveis a pesos não superiores a 0,2 mg",06/02/2026,Outros/Geral
9016.00.90,20,Outras,06/02/2026,Outros/Geral
9017.10.10,"7,2",Automáticas,01/03/2026,Outros/Geral
9017.90.10,"7,2","De mesas ou máquinas de desenhar, automáticas",01/03/2026,Industrial/Maquinário
9018.11.00,20,--Eletrocardiógrafos,06/02/2026,Médico/Hospitalar
9018.12.10,"7,2",Ecógrafos com análise espectral Doppler,01/03/2026,Médico/Hospitalar
9018.12.90,20,Outros,06/02/2026,Médico/Hospitalar
9018.13.00,"7,2",--Aparelhos de diagnóstico de imagem por ressonância magnética,01/03/2026,Médico/Hospitalar
9018.14.10,"7,2",Scanner de tomografia por emissão de posítrons (PET - Positron Emission Tomography),01/03/2026,Médico/Hospitalar
9018.14.20,"7,2",Câmaras gama,01/03/2026,Médico/Hospitalar
9018.14.90,20,Outros,06/02/2026,Médico/Hospitalar
9018.19.10,"7,2",Endoscópios,01/03/2026,Médico/Hospitalar
9018.19.20,20,Audiômetros,06/02/2026,Médico/Hospitalar
9018.19.80,20,Outros,06/02/2026,Médico/Hospitalar
9018.19.90,20,Partes,06/02/2026,Médico/Hospitalar
9018.20.10,"7,2","Para cirurgia, que operem por laser",01/03/2026,Médico/Hospitalar
9018.20.20,"7,2","Outros, para tratamento bucal, que operem por laser",01/03/2026,Médico/Hospitalar
9018.20.90,20,Outros,06/02/2026,Médico/Hospitalar
9018.41.00,20,"--Aparelhos dentários de brocar, mesmo combinados numa base comum com outros equipamentos dentários",06/02/2026,Médico/Hospitalar
9018.49.40,"7,2","Para tratamento bucal, que operem por projeção cinética de partículas",01/03/2026,Médico/Hospitalar
9018.49.91,"7,2","Para desenho e construção de peças cerâmicas para restaurações dentárias, computadorizados",01/03/2026,Médico/Hospitalar
9018.50.10,"7,2","Microscópios binoculares, do tipo utilizado em cirurgia oftalmológica",01/03/2026,Médico/Hospitalar
9018.50.90,20,Outros,06/02/2026,Médico/Hospitalar
9018.90.31,"7,2",Litotritores por onda de choque,01/03/2026,Médico/Hospitalar
9018.90.39,20,Outros,06/02/2026,Médico/Hospitalar
9018.90.40,"12,6",Rins artificiais,06/02/2026,Médico/Hospitalar
9018.90.50,20,Aparelhos de diatermia,06/02/2026,Médico/Hospitalar
9018.90.91,20,Incubadoras para bebês,06/02/2026,Médico/Hospitalar
9018.90.93,"7,2","Aparelhos para terapia intra-uretral por micro-ondas (TUMT), próprios para o tratamento de afecções prostáticas, computadorizados",01/03/2026,Médico/Hospitalar
9018.90.94,"7,2",Endoscópios,01/03/2026,Médico/Hospitalar
9019.10.00,20,-Aparelhos de mecanoterapia; aparelhos de massagem; aparelhos de psicotécnica,06/02/2026,Médico/Hospitalar
9019.20.10,20,De oxigenoterapia,06/02/2026,Médico/Hospitalar
9019.20.20,20,De aerossolterapia,06/02/2026,Médico/Hospitalar
9019.20.30,20,Respiratórios de reanimação,06/02/2026,Médico/Hospitalar
9019.20.40,20,Respiradores automáticos (pulmões de aço),06/02/2026,Médico/Hospitalar
9019.20.90,20,Outros,06/02/2026,Médico/Hospitalar
9022.12.00,"7,2",--Aparelhos de tomografia computadorizada,01/03/2026,Médico/Hospitalar
9022.13.19,20,Outros,06/02/2026,Médico/Hospitalar
9022.13.90,"7,2",Outros,01/03/2026,Médico/Hospitalar
9022.14.11,20,Para mamografia,06/02/2026,Médico/Hospitalar
9022.14.12,"7,2",Para angiografia,01/03/2026,Médico/Hospitalar
9022.14.13,"7,2","Para densitometria óssea, computadorizados",01/03/2026,Médico/Hospitalar
9022.14.19,20,Outros,06/02/2026,Médico/Hospitalar
9022.14.90,"7,2",Outros,01/03/2026,Médico/Hospitalar
9022.19.10,"7,2",Espectrômetros ou espectrógrafos de raios X,01/03/2026,Médico/Hospitalar
9022.19.91,20,"Do tipo utilizado para inspeção de bagagens, com túnel de altura inferior ou igual a 0,4 m, largura inferior ou igual a 0,6 m e comprimento inferior ou igual a 1,2 m",06/02/2026,Médico/Hospitalar
9022.19.99,"7,2",Outros,01/03/2026,Médico/Hospitalar
9022.21.10,20,Aparelhos de radiocobalto (bombas de cobalto),06/02/2026,Médico/Hospitalar
9022.21.20,"7,2","Outros, para gamaterapia",01/03/2026,Médico/Hospitalar
9022.21.90,20,Outros,06/02/2026,Médico/Hospitalar
9022.29.10,"7,2","Para detecção do nível de enchimento ou tampas faltantes, em latas de bebidas, por meio de raios gama",01/03/2026,Médico/Hospitalar
9022.29.90,20,Outros,06/02/2026,Médico/Hospitalar
9022.30.00,"7,2",-Tubos de raios X,01/03/2026,Médico/Hospitalar
9022.90.10,20,Geradores de tensão,06/02/2026,Médico/Hospitalar
9022.90.20,20,Telas radiológicas,06/02/2026,Médico/Hospitalar
9022.90.80,20,"Outros, excluindo as partes e acessórios",06/02/2026,Médico/Hospitalar
9022.90.91,20,De aparelhos de raios X,06/02/2026,Médico/Hospitalar
9022.90.99,20,Outros,06/02/2026,Médico/Hospitalar
9024.10.10,20,Para ensaios de tração ou compressão,06/02/2026,Outros/Geral
9024.10.20,20,Para ensaios de dureza,06/02/2026,Outros/Geral
9024.10.90,20,Outros,06/02/2026,Outros/Geral
9024.80.11,"7,2","Automáticos, para fios",01/03/2026,Energia/Elétrico
9024.80.19,20,Outros,06/02/2026,Outros/Geral
9024.80.21,"7,2",Máquinas para ensaios de pneumáticos,01/03/2026,Industrial/Maquinário
9024.80.29,20,Outros,06/02/2026,Outros/Geral
9024.80.90,20,Outros,06/02/2026,Outros/Geral
9024.90.00,20,-Partes e acessórios,06/02/2026,Outros/Geral
9027.20.11,"7,2",De fase gasosa,01/03/2026,Outros/Geral
9027.20.12,"7,2",De fase líquida,01/03/2026,Outros/Geral
9027.20.19,"7,2",Outros,01/03/2026,Outros/Geral
9027.20.21,"7,2",Sequenciadores automáticos de ADN mediante eletroforese capilar,01/03/2026,Outros/Geral
9027.20.29,20,Outros,06/02/2026,Outros/Geral
9027.30.11,"7,2",De emissão atômica,01/03/2026,Outros/Geral
9027.30.20,20,Espectrofotômetros,06/02/2026,Outros/Geral
9027.50.10,20,Colorímetros,06/02/2026,Outros/Geral
9027.50.20,20,Fotômetros,06/02/2026,Outros/Geral
9027.50.30,20,Refratômetros,06/02/2026,Outros/Geral
9027.50.40,20,Sacarímetros,06/02/2026,Outros/Geral
9027.50.50,"7,2",Citômetro de fluxo,01/03/2026,Outros/Geral
9027.89.11,"7,2",Calorímetros,01/03/2026,Outros/Geral
9027.89.12,20,Viscosímetros,06/02/2026,Outros/Geral
9027.89.13,20,Densitômetros,06/02/2026,Outros/Geral
9027.89.14,20,Aparelhos medidores de pH,06/02/2026,Outros/Geral
9027.89.20,"7,2",Polarógrafos,01/03/2026,Outros/Geral
9027.89.91,"7,2",Exposímetros,01/03/2026,Outros/Geral
9027.90.10,4,Micrótomos,06/02/2026,Outros/Geral
9027.90.91,"7,2","De espectrômetros e espectrógrafos, de emissão atômica",01/03/2026,Outros/Geral
9027.90.93,"7,2",De polarógrafos,01/03/2026,Outros/Geral
9028.10.11,20,Do tipo utilizado em postos (estações) de serviço ou garagens,06/02/2026,Outros/Geral
9028.10.19,20,Outros,06/02/2026,Outros/Geral
9028.30.11,20,Digitais,06/02/2026,Outros/Geral
9028.30.21,20,Digitais,06/02/2026,Outros/Geral
9028.30.31,20,Digitais,06/02/2026,Outros/Geral
9030.10.90,20,Outros,06/02/2026,Outros/Geral
9030.20.29,"12,6",Outros,06/02/2026,Outros/Geral
9030.20.30,"7,2",Oscilógrafos,01/03/2026,Outros/Geral
9030.31.00,20,"--Multímetros, sem dispositivo registrador",06/02/2026,Outros/Geral
9030.32.00,20,"--Multímetros, com dispositivo registrador",06/02/2026,Outros/Geral
9030.33.11,"12,6",Digitais,06/02/2026,Outros/Geral
9030.33.19,"12,6",Outros,06/02/2026,Outros/Geral
9030.33.29,20,Outros,06/02/2026,Outros/Geral
9030.33.90,20,Outros,06/02/2026,Outros/Geral
9030.39.10,"12,6",De teste de continuidade em circuitos impressos,06/02/2026,Outros/Geral
9030.39.90,20,Outros,06/02/2026,Outros/Geral
9030.40.10,"12,6",Analisadores de protocolo,06/02/2026,Outros/Geral
9030.40.20,"12,6",Analisadores de nível seletivo,06/02/2026,Outros/Geral
9030.40.30,"12,6",Analisadores digitais de transmissão,06/02/2026,Telefonia/Comunicação
9030.40.90,"12,6",Outros,06/02/2026,Outros/Geral
9030.82.10,"12,6",De testes de circuitos integrados,06/02/2026,Outros/Geral
9030.82.90,"12,6",Outros,06/02/2026,Outros/Geral
9030.84.90,20,Outros,06/02/2026,Outros/Geral
9030.89.30,"12,6",Frequencímetros,06/02/2026,Outros/Geral
9030.89.40,"12,6",Fasímetros,06/02/2026,Outros/Geral
9030.90.10,20,De instrumentos e aparelhos da subposição 9030.10,06/02/2026,Outros/Geral
9031.10.00,20,-Máquinas de balancear (equilibrar) peças mecânicas,06/02/2026,Industrial/Maquinário
9031.20.10,20,Para motores,06/02/2026,Industrial/Maquinário
9031.20.90,20,Outros,06/02/2026,Outros/Geral
9031.41.00,20,"--Para controle de wafers ou de dispositivos, semicondutores (incluindo os circuitos integrados), ou para controle de fotomáscaras ou retículos utilizados na fabricação de dispositivos semicondutores (incluindo os circuitos integrados)",06/02/2026,Eletrônica/Semicondutores
9031.49.10,"7,2","Para medida de parâmetros dimensionais de fibras de celulose, por meio de raios laser",01/03/2026,Outros/Geral
9031.49.20,"7,2","Para medida da espessura de pneumáticos de veículos automóveis, por meio de raios laser",01/03/2026,Outros/Geral
9031.49.90,20,Outros,06/02/2026,Outros/Geral
9031.80.12,20,Rugosímetros,06/02/2026,Outros/Geral
9031.80.20,20,Máquinas para medição tridimensional,06/02/2026,Industrial/Maquinário
9031.80.30,10,Metros padrões,06/02/2026,Outros/Geral
9031.80.50,"7,2","Aparelhos para análise de têxteis, computadorizados",01/03/2026,Informática/TI
9031.80.60,20,Células de carga,06/02/2026,Outros/Geral
9031.80.91,"7,2","Para controle dimensional de pneumáticos, em condições de carga",01/03/2026,Outros/Geral
